underlying_purchase_price,time_to_first_plus_fifty_timestamp,rho,high_diff_time,time_to_first_minus_twenty,strike_price,amount_of_time_above_thirty_percent,theo,tags,time_to_first_plus_fifty,theta,gamma,time_to_first_plus_twenty_timestamp,time_to_first_plus_twenty,amount_of_time_above_itm_percent,industry_type,time_spent_below_zero_in_hours,time_to_first_plus_hundred,low_date_time,avg_ask,time_to_first_minus_thirty_timestamp,high_date_time,time_to_first_minus_fourty_timestamp,emojis,sector,time_to_first_plus_thirty_timestamp,avg_seven_day_return,days_to_expiry,avg_twentyone_day_return,amount_of_time_above_ten_percent,tier,avg_three_day_return,delta,volume,avg_one_day_return,amount_of_time_above_zero_percent,time_to_first_plus_fourty,time_to_first_minus_twenty_timestamp,avg_fourteen_day_return,time_to_first_plus_thirty,option_symbol,time_to_first_minus_thirty,amount_of_time_below_zero_percent,diff,time_to_first_plus_ten_timestamp,time_spent_above_fifty_in_hours,amount_of_time_above_hundred_percent,time_to_first_minus_fourty,high_return,time_to_first_minus_fifty_timestamp,low_diff_time,time_to_first_plus_ten,low,company_name,open_interest,time_spent_above_thirty_in_hours,time_to_first_plus_hundred_timestamp,ever_itm,ask,vega,ticker_symbol,high,bid,time_to_first_minus_ten,option_type,buy_amount,low_return,implied_volatility,alert_time,id,expires_at,itm_time,time_spent_above_hundred_in_hours,current_return,amount_of_time_above_fifty_percent,time_to_first_plus_fourty_timestamp,time_to_first_minus_fifty,avg_return,time_to_first_minus_ten_timestamp
178.28,,-5.5262,192.4372222,,125,0,0.5241,-,,-0.0044,0.002,,,0,,12648.12667,,2021-06-03 15:10:27Z,0.539808917,,2021-06-02 14:51:51Z,,?????????,,,2.824582825,298,2.820746133,0,premium,5.945165945,-0.0336,600,6.95035461,48.40764331,,,2.820746133,,GLD220331P00125000,,51.59235669,-29.88557326,2021-05-26 14:53:25Z,0,0,,10.47619048,,168.1272222,0.153333333,0.5,SSgA Active Trust - SSgA SPDR Gold Shares,26,0,,FALSE,0.54,0.1228,GLD,0.58,0.51,,put,31500,-4.761904762,0.2236,2021-05-26 14:44:13Z,290d99f0-df12-430e-96b2-83feb580e3e1,2022-03-31,,0,0.952380952,0,,,2.820746133,
20.85,2021-06-02 17:21:11Z,0.1723,192.1272222,24.64,22,42.53731343,0.675,-,170.5738889,-0.0538,0.1248,2021-05-26 16:18:51Z,1.535,44.7761194,,3053.608611,170.8352778,2021-06-03 14:54:23Z,1.342537313,2021-05-27 18:32:53Z,2021-06-02 13:45:32Z,2021-05-28 15:44:53Z,??,,2021-05-27 13:47:05Z,22.37982664,-2,98.8944168,47.76119403,free,-4.938271605,0.3582,2337,5.12214342,55.97014925,168.625,2021-05-27 15:25:09Z,98.8944168,23.00555556,LAZR210604C00022000,27.76888889,44.02985075,5.51558753,2021-05-26 14:53:49Z,10938.61556,37.31343284,48.96888889,418.5185185,2021-06-02 13:45:32Z,166.9797222,0.117777778,0.25,Luminar Technologies Inc - Class A,215,11130.24611,2021-06-02 17:36:52Z,TRUE,0.75,0.0123,LAZR,3.5,0.6,24.36027778,call,157747.5,-62.96296296,0.8971,2021-05-26 14:46:45Z,6dd15640-988b-4e4b-873d-1a9f36242800,2021-06-04,2021-06-02 15:24:15Z,10043.3025,211.1111111,41.04477612,2021-06-02 15:24:15Z,166.9797222,98.8944168,2021-05-27 15:08:22Z
41.91,,-0.4004,0.115833333,5.373888889,39,0,0.2198,-,,-0.0145,0.0793,,,0,,655.4041667,,2021-05-26 14:54:03Z,0.191162791,2021-05-27 15:24:44Z,2021-05-27 15:24:44Z,,????,,,-13.10782241,12,-13.10782241,0,premium,-13.10782241,-0.1447,796,-13.10782241,0,,2021-05-26 20:09:32Z,-13.10782241,,ASHR210618P00039000,24.62722222,100,-6.943450251,2021-05-26 14:54:03Z,0,0,,13.63636364,,24.62722222,0.115833333,0.16,DBX ETF Trust - Xtrackers Harvest CSI 300 China A-Shares ETF,46,0,,FALSE,0.25,0.0241,ASHR,0.25,0.19,0.370555556,put,17512,-27.27272727,0.271,2021-05-26 14:47:06Z,6531350c-95c1-47e4-954c-2524a02ad6c8,2021-06-18,,0,-27.27272727,0,,,-13.10782241,2021-05-26 15:09:20Z
10.56,2021-06-03 14:53:55Z,-3.5484,191.9861111,,10,25.80645161,1.525,-,191.9861111,-0.0036,0.0812,2021-05-28 13:46:13Z,46.85777778,29.03225806,Elementary and Secondary Schools,6201.378333,191.9861111,2021-06-03 14:53:55Z,1.959677419,,2021-06-01 14:02:39Z,,?????????,Consumer Services,2021-06-03 14:53:55Z,6.627155172,229,22.47983871,32.25806452,premium,6.730769231,-0.3665,3867,6.382978723,47.09677419,191.9861111,,22.47983871,191.9861111,EDU220121P00010000,,52.90322581,-5.303030303,2021-05-26 15:09:49Z,8275.898056,0.64516129,,118.75,,143.1316667,0.251111111,1.5,New Oriental Education & Technology Group Inc. - ADR,784,8275.898056,2021-06-03 14:53:55Z,TRUE,1.7,0.0322,EDU,3.5,1.5,143.1316667,put,618720,-6.25,0.5415,2021-05-26 14:54:45Z,dee4e1c6-b484-4aa1-a9ff-e3ce6083add2,2022-01-21,2021-05-27 14:00:47Z,191.9861111,65.625,25.80645161,2021-06-03 14:53:55Z,,22.47983871,2021-06-01 14:02:39Z
13.69,2021-05-27 13:45:51Z,0.1206,216.4586111,,15,87.74193548,0.1644,-,22.84583333,-0.0129,0.198,2021-05-26 15:25:44Z,0.510555556,27.74193548,Automobile Manufacturing,7.783333333,23.09305556,2021-06-04 15:22:37Z,0.530193548,,2021-05-26 16:52:22Z,,?????,Consumer Durables,2021-05-27 13:45:51Z,112.2248122,5,221.3294233,94.83870968,free,113.6130536,0.2099,3781,119.3423598,97.41935484,22.84583333,,221.3294233,22.84583333,F210611C00015000,,2.580645161,9.569028488,2021-05-26 15:43:55Z,17428.39222,56.12903226,,639.3939394,,1.954444444,0.813611111,0.16,Ford Motor Co.,1163,18009.27667,2021-05-27 14:00:41Z,TRUE,0.17,0.0083,F,1.22,0.16,,call,62386.5,-3.03030303,0.5038,2021-05-26 14:55:06Z,20e1b97d-ca9b-40c2-a7a4-580b060e18d2,2021-06-11,2021-06-03 13:46:14Z,11745.24889,578.7878788,85.16129032,2021-05-27 13:45:51Z,,221.3294233,
49.75,,0.0354,0.471111111,0.774722222,53,0,0.1442,-,,-0.111,0.0778,,,0,Casinos (except Casino Hotels),1637.774722,,2021-05-26 15:25:52Z,0.080806452,2021-05-26 19:25:18Z,2021-05-28 18:39:44Z,2021-05-27 13:46:20Z,?????????,Technology Services,,-44.27141268,-9,-44.27141268,0,premium,-44.27141268,0.1182,7085,-33.82245048,3.225806452,,2021-05-26 15:44:05Z,-44.27141268,,DKNG210528C00053000,4.461666667,96.77419355,6.532663317,2021-05-26 15:09:58Z,0,0,22.81222222,10.34482759,2021-05-27 14:01:09Z,51.70222222,0.206111111,0.02,DraftKings Inc - Class A,1657,0,,FALSE,0.15,0.0077,DKNG,0.16,0.14,0.774722222,call,102732.5,-86.20689655,0.6502,2021-05-26 14:57:36Z,c984259a-3598-4260-8606-4bfd21428d1d,2021-05-28,,0,-86.20689655,0,,23.05916667,-44.27141268,2021-05-26 15:44:05Z
4.5,2021-05-26 15:44:25Z,0.0082,47.32305556,23.00388889,5,51.92307692,0.1751,-,0.732222222,-0.0711,0.415,2021-05-26 15:44:25Z,0.732222222,25,Clothing Accessories Stores,458.6633333,0.732222222,2021-05-28 14:19:52Z,0.293269231,2021-05-27 14:00:43Z,2021-05-27 14:00:43Z,2021-05-27 14:00:43Z,???????,Retail Trade,2021-05-26 15:44:25Z,67.58241758,-9,67.58241758,67.30769231,premium,67.58241758,0.3343,8029,73.86018237,67.30769231,0.732222222,2021-05-27 14:00:43Z,67.58241758,0.732222222,EXPR210528C00005000,23.00388889,32.69230769,11.11111111,2021-05-26 15:10:19Z,485.4488889,21.15384615,23.00388889,271.4285714,2021-05-27 14:00:43Z,23.00388889,0.163888889,0.1,Express Inc.,505,485.4488889,2021-05-26 15:44:25Z,TRUE,0.2,0.0013,EXPR,0.65,0.15,23.00388889,call,140507.5,-42.85714286,2.4776,2021-05-26 15:00:29Z,cfd9c1aa-cfc3-45d3-92b9-ef364fdd63b4,2021-05-28,2021-05-26 15:44:25Z,213.7116667,-42.85714286,51.92307692,2021-05-26 15:44:25Z,23.00388889,67.58241758,2021-05-27 14:00:43Z
7.215,,-1.2354,26.66083333,170.3083333,10,0,3.05,-,,-0.007,0.117,,,99.35897436,,18232.17278,,2021-05-27 17:42:07Z,2.610576923,2021-06-03 13:46:21Z,2021-06-03 13:46:21Z,2021-06-03 13:46:21Z,???????,,,-8.939330251,40,-14.407314,0,free,-3.858764187,-0.7969,3002,-2.650854552,0.641025641,,2021-06-02 17:20:58Z,-14.407314,,CLOV210716P00010000,190.7313889,99.35897436,38.6001386,2021-05-26 15:09:18Z,0,0,190.7313889,4.918032787,,190.7313889,0.113888889,1.8,Clover Health Investments Corp - Class A,119,0,,TRUE,3.1,0.0075,CLOV,3.2,3,28.11,put,915610,-40.98360656,0.8767,2021-05-26 15:02:28Z,fc7e59c7-d740-4311-8ee5-8013769997d2,2021-07-16,2021-05-26 15:09:18Z,0,-32.78688525,0,,,-14.407314,2021-05-27 19:09:04Z
237.93,2021-05-27 13:47:23Z,-1.6703,22.73416667,3.810833333,190,2.597402597,1.0984,-,22.73416667,-0.0623,0.0034,2021-05-27 13:47:23Z,22.73416667,0,Software Publishers,17109.19361,,2021-05-27 13:47:23Z,1.07987013,2021-06-01 18:35:11Z,2021-06-01 19:10:22Z,2021-06-01 18:35:11Z,??????????????,Technology Services,2021-05-27 13:47:23Z,1.225296443,26,-1.829988194,3.246753247,premium,9.303977273,-0.0642,280,15.71146245,7.792207792,22.73416667,2021-05-26 18:51:59Z,-1.829988194,22.73416667,SPOT210702P00190000,147.5308333,92.20779221,-20.14458034,2021-05-26 15:09:48Z,22.73416667,0,147.5308333,90.90909091,2021-06-01 18:35:11Z,148.1172222,0.107777778,0.65,Spotify Technology S.A.,2,139.4088889,,FALSE,1.4,0.0954,SPOT,2.1,0.8,0.675555556,put,30800,-40.90909091,0.4859,2021-05-26 15:03:20Z,a36d689b-65df-4af3-82e6-f928f4da3ee7,2021-07-02,,0,-13.63636364,0.649350649,2021-05-27 13:47:23Z,147.5308333,-1.829988194,2021-05-26 15:43:52Z
54.76,,2.896,143.1427778,214.5819444,80,0,0.8799,-,,-0.0093,0.0129,,,0,,12064.37528,,2021-06-01 14:19:50Z,0.836330275,,2021-06-04 13:46:11Z,,???????,,,-1.652892562,166,-4.962468724,0,premium,-5.487804878,0.1249,2012,-5.487804878,3.669724771,,2021-06-04 13:46:11Z,-4.962468724,,GDXJ211119C00080000,,96.33027523,46.09203798,2021-05-26 15:26:40Z,0,0,,13.63636364,,214.5819444,0.256666667,0.68,VanEck Vectors ETF Trust - VanEck Vectors Junior Gold Miners ETF,653,0,,FALSE,0.91,0.0785,GDXJ,1,0.85,23.38583333,call,177056,-22.72727273,0.4192,2021-05-26 15:11:16Z,f51a56b8-e940-472d-9f0f-ae4fdabacc1e,2021-11-19,,0,-20.45454545,0,,,-4.962468724,2021-05-27 14:34:25Z
13.46,,-1.5019,1.116111111,46.83861111,10,0,0.3507,-,,-0.0021,0.0546,,,0,Commercial Banking,4541.9925,,2021-05-26 16:18:35Z,0.31875,,2021-05-28 14:01:56Z,,???,Finance,,-8.928571429,229,-8.928571429,0,free,-6.271777003,-0.1434,988,-0.595238095,0,,2021-05-28 14:01:56Z,-8.928571429,,ING220121P00010000,,100,-25.70579495,2021-05-26 15:26:44Z,0,0,,14.28571429,,46.83861111,0.251944444,0.3,ING Groep N.V. - ADR,2,0,,FALSE,0.4,0.0245,ING,0.4,0.3,1.396388889,put,34580,-14.28571429,0.3763,2021-05-26 15:11:37Z,1b016980-39ca-43f4-8f04-522e57dadbfb,2022-01-21,,0,-14.28571429,0,,,-8.928571429,2021-05-26 16:35:24Z
36.19,2021-05-27 13:46:52Z,0.5734,142.8019444,,39.5,87.83783784,0.7278,-,22.54611111,-0.0335,0.07,2021-05-27 13:46:52Z,22.54611111,32.43243243,Alumina Refining and Primary Aluminum Production,7.0875,23.07555556,2021-06-01 14:02:13Z,1.665675676,,2021-05-26 15:43:23Z,,???????,Non-Energy Minerals,2021-05-27 13:46:52Z,139.7514756,12,129.7483691,89.86486486,premium,92.36929922,0.2693,1565,69.80842912,97.2972973,22.54611111,,129.7483691,22.54611111,AA210618C00039500,,2.702702703,9.146172976,2021-05-26 15:26:48Z,17203.52,64.86486486,,284.8275862,,0.488055556,0.211666667,0.69,Alcoa Corp,6,17203.52,2021-05-27 14:18:38Z,TRUE,0.74,0.0301,AA,2.79,0.71,,call,113462.5,-4.827586207,0.5173,2021-05-26 15:14:06Z,b7ab5c31-8512-4c2a-a7c4-bb99efd6b642,2021-06-18,2021-05-28 18:04:16Z,11501.25417,86.20689655,87.83783784,2021-05-27 13:46:52Z,,129.7483691,
27.355,2021-06-04 14:25:57Z,7.5109,215.1497222,,28,0.775193798,3.2751,-,215.1497222,-0.0074,0.0445,2021-06-04 13:46:22Z,214.49,30.23255814,Data Processing  Hosting  and Related Services,3576.956667,,2021-06-04 14:25:57Z,3.567829457,,2021-06-01 19:44:26Z,,???,Technology Services,2021-06-04 14:25:57Z,4.353661606,229,8.941357477,31.00775194,premium,6.167454259,0.5368,2500,6.604712911,65.11627907,215.1497222,,8.941357477,215.1497222,DBX220121C00028000,,34.88372093,2.357887041,2021-05-26 15:27:06Z,215.1497222,0,,66.41221374,,148.4577778,0.168888889,3,Dropbox Inc - Class A,200,215.1497222,,TRUE,3.4,0.0882,DBX,5.45,3.15,147.5830556,call,818750,-8.396946565,0.402,2021-05-26 15:16:58Z,acdf2c61-9f37-4ada-b11d-b6cfe0f68fcf,2022-01-21,2021-05-28 13:45:38Z,0,22.13740458,0.775193798,2021-06-04 14:25:57Z,,8.941357477,2021-06-01 18:51:57Z
15.83,,0.6982,194.1708333,142.4627778,18,0.649350649,1.0765,-,,-0.0169,0.0805,2021-06-03 14:54:17Z,191.5891667,0,,8159.126667,,2021-06-03 17:29:11Z,1.059415584,2021-06-01 15:09:20Z,2021-06-02 14:19:01Z,,???????????????,,2021-06-03 17:29:11Z,-7.13712911,40,-1.449713078,19.48051948,free,-1.734957549,0.3818,2431,0.202224469,39.61038961,,2021-06-01 13:46:42Z,-1.449713078,194.1708333,OPEN210716C00018000,143.84,60.38961039,13.70814908,2021-05-26 15:26:12Z,0,0,,34.88372093,,167.0013889,0.121111111,0.7,Opendoor Technologies Inc,96,194.1708333,,FALSE,1.1,0.0226,OPEN,1.45,1.05,22.70444444,call,261332.5,-34.88372093,0.7955,2021-05-26 15:18:56Z,212a3439-2ca4-4150-a482-95d00d4d5450,2021-07-16,,0,6.976744186,0,,,-1.449713078,2021-05-27 14:01:12Z
15.83,,-0.375,190.4486111,1.551111111,12,0,0.4004,-,,-0.0107,0.0477,,,0,,18001.13694,,2021-06-03 13:46:41Z,0.349350649,2021-05-28 15:10:50Z,2021-06-02 19:00:25Z,2021-06-02 19:00:25Z,????????????,,,-5.495689655,40,-12.66233766,0.649350649,premium,-3.373015873,-0.1434,2303,0,0.649350649,,2021-05-26 16:52:50Z,-12.66233766,,OPEN210716P00012000,47.85111111,99.35064935,-24.19456728,2021-05-26 15:26:12Z,0,0,171.6775,25,,171.6775,0.107222222,0.25,Opendoor Technologies Inc,113,0,,FALSE,0.45,0.0134,OPEN,0.5,0.35,0.971388889,put,92120,-37.5,0.7973,2021-05-26 15:19:46Z,409c2895-c534-493e-aa25-ab25f2a68f38,2021-07-16,,0,-37.5,0,,,-12.66233766,2021-05-26 16:18:03Z
3.91,,-0.2465,167.9494444,,5,0,1.4501,-,,-0.0148,0.2122,2021-05-27 14:00:41Z,22.55083333,100,Research and Development in Biotechnology,335.5622222,,2021-06-02 15:24:36Z,1.748636364,,2021-05-27 14:51:26Z,,??,Health Technology,,20.59561129,12,20.59561129,58.18181818,premium,13.51943076,-0.6168,1363,10.93176816,84.54545455,,,20.59561129,,PIRS210618P00005000,,15.45454545,27.87723785,2021-05-26 15:43:30Z,0,0,,37.93103448,,23.39666667,0.264444444,1.3,Pieris Pharmaceuticals Inc,310,0,,TRUE,1.55,0.0038,PIRS,2,1.35,23.39666667,put,197635,-10.34482759,1.8148,2021-05-26 15:27:38Z,15c68a63-3630-46c8-b01a-5445c48412ed,2021-06-18,2021-05-26 15:43:30Z,0,31.03448276,0,,,20.59561129,2021-05-27 14:51:26Z
419.2,,-5.3174,2.524166667,23.11388889,390,0,1.9234,-,,-0.0936,0.0079,,,0,,18132.24611,,2021-05-26 17:59:38Z,1.375816993,2021-05-28 14:02:28Z,2021-06-04 18:53:36Z,2021-06-02 15:40:49Z,??????????????,,,-24.00906506,22,-29.08159828,0,free,-18.2573994,-0.1347,517,-13.8078526,3.267973856,,2021-05-27 14:35:01Z,-29.08159828,,SPY210628P00390000,46.57138889,96.73202614,-6.965648855,2021-05-26 15:43:59Z,0,0,168.2105556,4.639175258,2021-06-04 14:05:13Z,219.4236111,0.263333333,0.82,SSgA Active Trust - SSGA SPDR S&P 500,39,0,,FALSE,1.95,0.2741,SPY,2.03,1.93,22.29638889,put,100298,-57.73195876,0.2169,2021-05-26 15:28:11Z,2b288a33-b32b-485e-ada4-114038fa9b14,2021-06-28,,0,-55.67010309,0,,214.6172222,-29.08159828,2021-05-27 13:45:58Z
334.16,,-26.0417,190.5097222,,302,0,7.12,-,,-0.0666,0.006,,,0,,17157.69944,,2021-06-03 14:01:02Z,6.59620915,,2021-06-04 18:53:40Z,,????????????,Miscellaneous,,-6.522423479,103,-7.356613057,0,premium,-5.019934759,-0.2277,7849,-2.689912066,9.150326797,,,-7.356613057,,QQQ210917P00302000,,90.8496732,-9.624132152,2021-05-26 15:44:04Z,0,0,,4.353932584,,219.3869444,0.226944444,5.8,Invesco Capital Management LLC - Invesco QQQ Trust Series 1,1027,0,,FALSE,7.15,0.5642,QQQ,7.43,7.09,47.38777778,put,5588488,-18.53932584,0.2675,2021-05-26 15:30:27Z,9d56dcfd-d911-4aa8-8d50-e889a3883fcc,2021-09-17,,0,-17.69662921,0,,,-7.356613057,2021-05-28 14:53:43Z
25,2021-05-28 13:46:26Z,0.4972,190.7605556,,28,68.62745098,0.5883,-,46.21944444,-0.0215,0.0822,2021-05-27 13:46:18Z,22.21722222,53.59477124,Crude Petroleum and Natural Gas Extraction,0,142.4958333,2021-06-03 14:18:54Z,1.534771242,,2021-05-26 15:44:19Z,,,Energy Minerals,2021-05-27 14:17:59Z,125.5113968,19,160.130719,90.19607843,premium,23.34609076,0.2637,3699,21.44436256,100,46.21944444,,160.130719,22.74527778,OXY210625C00028000,,0,12,2021-05-26 15:44:19Z,16466.45583,58.82352941,,357.6271186,,0.184166667,0.184166667,0.61,Occidental Petroleum Corp.,185,16950.69944,2021-06-01 14:03:01Z,TRUE,0.6,0.0235,OXY,2.7,0.58,,call,218241,3.389830508,0.5525,2021-05-26 15:33:16Z,faf4b578-7f06-4fe6-966d-a614428578dc,2021-06-25,2021-06-01 15:25:44Z,16278.01611,257.6271186,60.13071895,2021-05-28 13:46:26Z,,160.130719,
36.12,,-11.043,1.855555556,48.15444444,33,0,4.6743,-,,-0.0122,0.0226,,,0,Alumina Refining and Primary Aluminum Production,17191.2575,,2021-05-26 17:26:49Z,3.895578231,,2021-06-01 20:01:34Z,,?????????,Non-Energy Minerals,,-16.48118707,229,-16.67212339,0,free,-10.72148681,-0.3351,1250,-7.783719548,2.721088435,,2021-05-28 15:44:45Z,-16.67212339,,AA220121P00033000,,97.27891156,-8.637873754,2021-05-26 15:43:23Z,0,0,,8.021390374,,148.4347222,0.131666667,3.35,Alcoa Corp,2,0,,FALSE,4.75,0.1068,AA,5.05,4.6,22.71944444,put,584375,-28.34224599,0.5512,2021-05-26 15:35:29Z,a73ab7f6-a437-46cf-a303-3154188cff34,2022-01-21,,0,-16.57754011,0,,,-16.67212339,2021-05-27 14:18:39Z
93.32,,0.8988,168.6330556,0.696666667,120,0,1.8083,-,,-0.12,0.0116,,,0,unknown,15621.42528,,2021-06-02 16:14:08Z,1.433333333,2021-05-26 16:34:47Z,2021-05-26 20:08:44Z,2021-05-26 16:34:47Z,??????????,,,-21.15582066,12,-20.81031308,2.666666667,premium,-22.41644779,0.1708,4113,-20.57704113,12,,2021-05-26 16:17:57Z,-20.81031308,,RBLX210618C00120000,0.977222222,88,28.58979854,2021-05-26 15:44:18Z,0,0,0.977222222,19.88950276,2021-05-26 20:08:44Z,4.543055556,0.135833333,0.89,-,247,0,,FALSE,1.83,0.0597,RBLX,2.17,1.79,0.404722222,call,744453,-50.82872928,0.9327,2021-05-26 15:36:09Z,b9177ed5-d37f-465d-b875-0e6dfd0cced7,2021-06-18,,0,-33.70165746,0,,4.543055556,-20.81031308,2021-05-26 16:00:26Z
123.43,,-0.8085,26.51,48.585,135,17.85714286,11.5495,-,,-0.0338,0.0064,2021-05-27 15:59:00Z,24.22444444,100,Electronic Shopping,945.4327778,,2021-05-27 18:16:08Z,12.65446429,,2021-05-28 16:20:38Z,,?????????????????,Retail Trade,2021-05-27 17:08:27Z,9.562461348,-9,9.562461348,42.85714286,premium,9.562461348,-0.9881,596,18.75541126,64.28571429,,2021-05-28 16:20:38Z,9.562461348,25.38194444,PDD210528P00135000,,35.71428571,9.3737341,2021-05-26 16:01:04Z,0,0,,38.96103896,,48.585,0.258888889,9.5,Pinduoduo Inc - ADR,127,285.2575,,TRUE,12,0.003,PDD,16.05,11.1,47.14194444,put,688380,-17.74891775,0.503,2021-05-26 15:45:32Z,22a8aa4a-ef11-444b-83a0-5d160fbcd747,2021-05-28,2021-05-26 16:01:04Z,0,-5.194805195,0,,,9.562461348,2021-05-28 14:54:03Z
25.34,,-0.3314,22.55333333,0.827222222,24,0,0.1999,-,,-0.0106,0.1574,,,0,Hydroelectric Power Generation,615.09,,2021-05-27 14:19:00Z,0.212820513,,2021-05-26 16:35:26Z,,????,Utilities,,6.41025641,12,6.41025641,0,free,6.41025641,-0.1972,1352,6.41025641,0,,2021-05-26 16:35:26Z,6.41025641,,AES210618P00024000,,100,-5.288082084,2021-05-26 16:01:06Z,0,0,,25,,0.827222222,0.255,0.2,AES Corp.,147,0,,FALSE,0.25,0.0178,AES,0.25,0.15,0.827222222,put,27040,0,0.2752,2021-05-26 15:45:48Z,5bbe04ca-5b98-4dd9-95aa-d3474fc8f4d7,2021-06-18,,0,0,0,,,6.41025641,2021-05-26 16:35:26Z
68.33,,-4.5007,27.61722222,22.22444444,75,0,7.5,-,,-0.0408,0.0273,,,100,Other Chemical and Fertilizer Mineral Mining,1743.0375,,2021-05-27 19:25:21Z,6.778225806,,2021-05-27 14:18:37Z,,,Process Industries,,-9.623655914,12,-9.623655914,0,premium,-9.623655914,-0.926,875,-10.05673759,0,,2021-05-27 14:01:47Z,-9.623655914,,DOW210618P00075000,,100,9.761451778,2021-05-26 16:01:29Z,0,0,,0.666666667,,22.505,0.219444444,5.75,Dow Inc,16,0,,TRUE,7.65,0.0214,DOW,7.55,7.35,2.761666667,put,656250,-23.33333333,0.2643,2021-05-26 15:48:19Z,f718c621-f3bd-4abf-b7ff-bd702050e495,2021-06-18,2021-05-26 16:01:29Z,0,-11.33333333,0,,,-9.623655914,2021-05-26 18:34:01Z
31.55,2021-05-28 14:02:36Z,0.4126,216.4833333,,36,63.01369863,0.6,-,46.19138889,-0.0319,0.06,2021-05-26 16:18:00Z,0.448055556,24.65753425,Automobile Manufacturing,245.1658333,143.0247222,2021-06-04 16:20:07Z,1.337054795,,2021-05-27 14:00:59Z,,????????,Consumer Durables,2021-05-28 14:02:36Z,73.40051916,12,126.6194567,82.87671233,premium,12.64004596,0.2245,5775,12.24961479,92.46575342,46.19138889,,126.6194567,46.19138889,XPEV210618C00036000,,7.534246575,14.10459588,2021-05-26 16:34:49Z,15727.79611,56.16438356,,362.7118644,,22.16444444,0.728333333,0.49,XPeng Inc - ADR,44,15918.31028,2021-06-01 14:52:36Z,TRUE,0.6,0.0238,XPEV,2.73,0.58,22.16444444,call,340725,-16.94915254,0.6266,2021-05-26 15:51:07Z,c09e1cd2-c9c7-453a-919f-6aacb35660c9,2021-06-18,2021-06-03 14:35:59Z,14965.60861,322.0338983,60.2739726,2021-05-28 14:02:36Z,,126.6194567,2021-05-27 14:00:59Z
60.76,2021-06-01 19:09:35Z,0.8147,147.8675,21.88694444,64,7.236842105,1.225,-,147.2744444,-0.0681,0.0582,2021-06-01 14:02:57Z,142.1638889,0,Software Publishers,11441.86444,,2021-06-01 19:45:10Z,1.080723684,2021-05-27 13:46:20Z,2021-06-04 18:33:12Z,2021-06-03 14:01:06Z,??????????,Technology Services,2021-06-01 17:08:29Z,2.448979592,5,-11.77765843,23.02631579,free,-3.01514154,0.3221,1781,-7.529309596,37.5,146.1244444,2021-05-27 13:46:20Z,-11.77765843,145.2561111,SNAP210611C00064000,21.88694444,62.5,5.332455563,2021-05-26 16:00:34Z,295.1419444,0,190.1330556,53.46938776,2021-06-03 16:02:29Z,218.6680556,0.124166667,0.41,Snap Inc - Class A,67,1637.671389,,FALSE,1.25,0.0459,SNAP,1.88,1.2,1.276944444,call,218172.5,-66.53061224,0.4809,2021-05-26 15:53:07Z,18e8b574-2556-495c-82ff-105ab9fd4e3c,2021-06-11,,0,-61.63265306,1.315789474,2021-06-01 18:00:35Z,192.1561111,-11.77765843,2021-05-26 17:09:44Z
245.35,,-0.553,1.259166667,3.960833333,230,0,10.4991,-,,-3.6678,0.0082,2021-05-26 17:09:35Z,1.259166667,5,Electronics Stores,1660.854444,,2021-05-26 17:09:35Z,6.389666667,2021-05-27 14:35:10Z,2021-05-28 14:20:15Z,2021-05-27 14:51:40Z,?????????????,Retail Trade,,-39.00079554,-9,-39.00079554,8.333333333,premium,-39.00079554,-0.3296,2328,-28.41368337,15,,2021-05-26 19:51:41Z,-39.00079554,,GME210528P00230000,22.68555556,85,-6.256368453,2021-05-26 16:00:25Z,0,0,22.96055556,27.92362768,2021-05-27 19:42:49Z,46.43694444,0.106388889,0.67,Gamestop Corporation - Class A,138,0,,TRUE,10.75,0.069,GME,13.4,10.2,3.236111111,put,2438580,-93.60381862,2.2954,2021-05-26 15:54:02Z,256647a2-d178-4fff-968d-29a39e503d9b,2021-05-28,2021-05-28 19:32:47Z,0,-20.76372315,0,,27.81305556,-39.00079554,2021-05-26 19:08:12Z
13.615,,-0.6698,1.117777778,21.72833333,14.5,0,1.155,-,,-0.0117,0.2307,,,11.9205298,Automobile Manufacturing,17890.72833,,2021-05-26 17:09:13Z,0.447880795,2021-05-27 13:45:51Z,2021-06-04 20:13:12Z,2021-05-27 14:17:34Z,????,Consumer Durables,,-54.03035662,12,-61.7195902,0,premium,-41.69819252,-0.6882,935,-38.58883433,0,,2021-05-27 13:45:51Z,-61.7195902,,F210618P00014500,21.72833333,100,6.500183621,2021-05-26 16:17:39Z,0,0,22.25694444,-0.854700855,2021-05-27 14:34:56Z,220.1841667,0.258333333,0.12,Ford Motor Co.,11,0,,TRUE,1.18,0.0122,F,1.16,1.16,1.669166667,put,109395,-89.74358974,0.446,2021-05-26 16:02:09Z,85ff588a-2c34-4318-a0e3-fe3ae5f72b72,2021-06-18,2021-05-26 16:17:39Z,0,-89.74358974,0,,22.54638889,-61.7195902,2021-05-26 17:42:18Z
